VERSION 1.1
20180705-231203-0400
data_logger 20369359
1529377200,0,26.98,,42.2978,-83.7247,,
1529377210,0,26.77,,42.2978,-83.7247,,
1529377220,0,26.72,,42.2978,-83.7247,,
1529377230,0,26.55,,42.2978,-83.7247,,
1529377240,0,26.42,,42.2978,-83.7247,,
1529377250,0,26.34,,42.2978,-83.7247,,
1529377260,0,26.25,,42.2978,-83.7247,,
1529377270,0,26.17,,42.2978,-83.7247,,
1529377280,0,26.04,,42.2978,-83.7247,,
1529377290,0,25.91,,42.2978,-83.7247,,
1529377300,0,25.87,,42.2978,-83.7247,,
1529377310,0,25.74,,42.2978,-83.7247,,
1529377320,0,25.65,,42.2978,-83.7247,,
1529377330,0,25.61,,42.2978,-83.7247,,
1529377340,0,25.57,,42.2978,-83.7247,,
1529377350,0,25.44,,42.2978,-83.7247,,
1529377360,0,25.39,,42.2978,-83.7247,,
1529377370,0,25.31,,42.2978,-83.7247,,
1529377380,0,25.22,,42.2978,-83.7247,,
1529377390,0,25.14,,42.2978,-83.7247,,
1529377400,0,25.01,,42.2978,-83.7247,,
1529377410,0,25.01,,42.2978,-83.7247,,
1529377420,0,24.92,,42.2978,-83.7247,,
1529377430,0,24.88,,42.2978,-83.7247,,
1529377440,0,24.75,,42.2978,-83.7247,,
1529377450,0,24.71,,42.2978,-83.7247,,
1529377460,0,24.66,,42.2978,-83.7247,,
1529377470,0,24.62,,42.2978,-83.7247,,
1529377480,0,24.58,,42.2978,-83.7247,,
1529377490,0,24.54,,42.2978,-83.7247,,
1529377500,0,24.49,,42.2978,-83.7247,,
1529377510,0,24.41,,42.2978,-83.7247,,
1529377520,0,24.32,,42.2978,-83.7247,,
1529377530,0,24.32,,42.2978,-83.7247,,
1529377540,0,24.24,,42.2978,-83.7247,,
1529377550,0,24.24,,42.2978,-83.7247,,
1529377560,0,24.19,,42.2978,-83.7247,,
1529377570,0,24.15,,42.2978,-83.7247,,
1529377580,0,24.11,,42.2978,-83.7247,,
1529377590,0,24.06,,42.2978,-83.7247,,
1529377600,0,24.02,,42.2978,-83.7247,,
1529377610,0,24.02,,42.2978,-83.7247,,
1529377620,0,23.94,,42.2978,-83.7247,,
1529377630,0,23.94,,42.2978,-83.7247,,
1529377640,0,23.94,,42.2978,-83.7247,,
1529377650,0,23.85,,42.2978,-83.7247,,
1529377660,0,23.85,,42.2978,-83.7247,,
1529377670,0,23.81,,42.2978,-83.7247,,
1529377680,0,23.85,,42.2978,-83.7247,,
1529377690,0,23.76,,42.2978,-83.7247,,
